rating_id,user_id,content_id,rating
437,293,C0075,2
438,293,C0470,4
439,293,C0489,5
440,293,C0345,1
441,294,C0192,4
442,294,C0134,4
443,294,C0021,3
444,295,C0486,3
445,296,C0494,2
446,299,C0115,2
447,300,C0308,4
448,302,C0074,3
449,302,C0336,3
450,302,C0277,2
451,302,C0085,1
452,302,C0120,5
453,302,C0037,4
454,305,C0075,4
455,305,C0207,5
456,309,C0367,3
457,310,C0168,3
458,310,C0493,4
459,313,C0052,3
460,314,C0277,4
461,315,C0259,4
462,315,C0067,2
463,318,C0169,3
464,318,C0303,2
465,319,C0126,4
466,319,C0420,2
467,319,C0497,4
468,319,C0066,4
469,319,C0381,5
470,320,C0035,3
471,320,C0451,3
472,322,C0342,3
473,322,C0062,4
474,322,C0341,3
475,322,C0044,5
476,322,C0363,3
477,322,C0255,3
478,322,C0167,5
479,323,C0430,3
480,323,C0319,4
481,324,C0003,2
482,324,C0471,4
483,325,C0243,5
484,325,C0075,2
485,326,C0338,3
486,328,C0042,5
487,329,C0211,3
488,329,C0113,3
489,329,C0037,4
490,330,C0347,5
491,331,C0250,3
492,333,C0036,3
493,333,C0212,4
494,334,C0461,5
495,335,C0121,3
496,336,C0042,5
497,336,C0089,1
498,338,C0205,3
499,340,C0090,3
500,341,C0408,3
501,342,C0103,4
502,342,C0451,3
503,342,C0340,2
504,342,C0040,5
505,342,C0223,4
506,342,C0057,4
507,342,C0333,3
508,344,C0107,3
509,345,C0181,3
510,345,C0357,4
511,347,C0059,3
512,348,C0392,2
513,348,C0080,2
514,350,C0013,3
515,351,C0246,2
516,351,C0357,3
517,351,C0415,4
518,351,C0042,5
519,351,C0303,1
520,351,C0420,4
521,351,C0042,4
522,352,C0491,2
523,354,C0451,3
524,354,C0080,3
525,356,C0217,5
526,357,C0275,2
527,357,C0220,3
528,358,C0037,5
529,359,C0371,5
530,360,C0466,2
531,360,C0149,3
532,360,C0123,3
533,360,C0172,3
534,361,C0267,3
535,361,C0328,2
536,363,C0405,3
537,365,C0189,3
538,367,C0460,3
539,368,C0482,3
540,370,C0315,3
541,370,C0355,4
542,370,C0207,5
543,370,C0083,4
544,371,C0037,4
545,371,C0316,3
546,371,C0168,4
547,372,C0049,3
548,372,C0067,3
549,373,C0068,1
550,374,C0011,5
551,375,C0055,4
552,375,C0165,2
553,375,C0401,2
554,376,C0379,5
555,376,C0299,3
556,376,C0349,2
557,376,C0293,3
558,380,C0143,4
559,380,C0120,4
560,380,C0481,3
561,380,C0469,4
562,380,C0497,4
563,381,C0132,4
564,386,C0169,3
565,386,C0126,5
566,386,C0242,4
567,386,C0253,4
568,386,C0247,5
569,386,C0098,1
570,386,C0428,2
571,386,C0273,3
572,386,C0173,4
573,391,C0302,5
574,393,C0441,3
575,393,C0482,1
576,393,C0384,2
577,394,C0434,2
578,395,C0215,1
579,395,C0220,4
580,395,C0139,4
581,400,C0152,3
582,401,C0384,4
583,402,C0136,5
584,402,C0347,5
585,402,C0164,4
586,402,C0094,2
587,405,C0250,2
588,406,C0230,3
589,406,C0064,4
590,407,C0110,4
591,408,C0140,4
592,408,C0458,3
593,408,C0042,5
594,408,C0394,2
595,409,C0089,2
596,409,C0067,3
597,412,C0360,1
598,412,C0226,3
599,412,C0180,4
600,413,C0163,1
601,415,C0080,3
602,416,C0448,1
603,416,C0016,5
604,416,C0408,2
605,417,C0242,3
606,418,C0175,2
607,418,C0355,3
608,419,C0345,1
609,420,C0292,1
610,422,C0192,2
611,422,C0125,2
612,423,C0351,5
613,424,C0186,3
614,424,C0342,4
615,424,C0280,4
616,427,C0011,4
617,427,C0011,4
618,428,C0388,4
619,428,C0270,2
620,429,C0347,4
621,430,C0218,4
622,431,C0039,4
623,431,C0431,3
624,431,C0247,3
625,431,C0457,4
626,431,C0017,4
627,431,C0468,3
628,432,C0043,3
629,433,C0484,5
630,433,C0020,5
631,433,C0165,2
632,433,C0033,3
633,433,C0303,1
634,433,C0102,2
635,433,C0169,5
636,436,C0243,3
637,436,C0128,3
638,437,C0153,2
639,437,C0257,3
640,437,C0388,4
641,438,C0407,5
642,439,C0401,4
643,439,C0174,4
644,439,C0336,4
645,439,C0192,4
646,439,C0343,2
647,439,C0039,4
648,440,C0366,4
649,441,C0221,4
650,442,C0274,4
651,442,C0082,2
652,442,C0289,3
653,442,C0461,4
654,442,C0275,2
655,444,C0203,3
656,445,C0431,2
657,446,C0066,3
658,446,C0032,3
659,447,C0182,4
660,447,C0336,4
661,448,C0008,4
662,448,C0385,3
663,449,C0237,2
664,449,C0136,5
665,449,C0265,5
666,452,C0099,4
667,453,C0379,2
668,453,C0493,2
669,453,C0003,3
670,453,C0016,4
671,454,C0441,4
672,456,C0458,3
673,457,C0422,4
674,458,C0480,1
675,459,C0162,3
676,459,C0369,4
677,459,C0150,2
678,460,C0016,5
679,460,C0473,3
680,462,C0087,2
681,464,C0439,4
682,466,C0247,3
683,467,C0141,1
684,467,C0155,3
685,467,C0453,4
686,467,C0075,3
687,468,C0010,2
688,468,C0184,3
689,468,C0400,3
690,469,C0201,3
691,470,C0384,2
692,471,C0457,2
693,474,C0036,4
694,474,C0465,3
695,475,C0066,2
696,475,C0127,3
697,475,C0303,1
698,475,C0063,1
699,476,C0342,3
700,478,C0315,3
701,479,C0075,3
702,479,C0259,2
703,479,C0037,5
704,479,C0344,3
705,480,C0148,2
706,483,C0184,2
707,486,C0390,1
708,487,C0088,3
709,487,C0487,3
710,491,C0212,3
711,491,C0320,5
712,491,C0325,2
713,493,C0312,3
714,494,C0314,3
715,496,C0450,1
716,496,C0121,4
717,499,C0310,3
718,499,C0244,3
719,500,C0289,4
720,500,C0260,3
721,500,C0364,3
722,500,C0183,4
723,500,C0453,2
724,502,C0052,3
725,503,C0450,2
726,504,C0106,3
727,505,C0307,1
728,505,C0190,4
729,505,C0002,4
730,505,C0183,3
731,506,C0063,2
732,507,C0435,4
733,508,C0058,2
734,509,C0067,3
735,510,C0376,3
736,511,C0088,4
737,511,C0485,3
738,511,C0160,5
739,511,C0380,3
740,511,C0180,3
741,512,C0129,4
742,513,C0033,4
743,513,C0318,4
744,514,C0025,3
745,515,C0463,3
746,518,C0237,3
747,518,C0499,4
748,518,C0042,4
749,519,C0365,4
750,520,C0212,2
751,520,C0032,4
752,521,C0497,4
753,521,C0010,4
754,521,C0376,4
755,521,C0113,3
756,521,C0242,4
757,523,C0401,4
758,523,C0490,2
759,526,C0139,4
760,526,C0083,4
761,526,C0467,1
762,526,C0029,2
763,529,C0427,4
764,530,C0384,2
765,530,C0331,2
766,530,C0410,3
767,532,C0230,5
768,532,C0087,4
769,532,C0041,3
770,532,C0220,4
771,532,C0206,4
772,532,C0230,2
773,532,C0409,4
774,532,C0285,2
775,534,C0199,3
776,535,C0009,3
777,536,C0265,5
778,537,C0214,2
779,537,C0190,4
780,537,C0445,3
781,538,C0460,5
782,538,C0470,4
783,538,C0190,5
784,538,C0469,3
785,538,C0419,4
786,538,C0160,5
787,538,C0402,3
788,538,C0372,4
789,538,C0371,4
790,539,C0179,3
791,539,C0419,3
792,539,C0024,1
793,539,C0466,4
794,541,C0499,4
795,541,C0053,3
796,541,C0359,4
797,541,C0036,4
798,542,C0082,1
799,542,C0124,2
800,542,C0406,3
801,542,C0036,3
802,543,C0482,2
803,543,C0268,1
804,545,C0167,4
805,546,C0233,4
806,546,C0316,4
807,546,C0321,2
808,547,C0295,4
809,548,C0130,4
810,548,C0285,3
811,549,C0406,3
812,549,C0169,3
813,550,C0298,3
814,550,C0067,3
815,552,C0302,5
816,552,C0271,3
817,553,C0461,2
818,554,C0102,3
819,554,C0099,3
820,555,C0011,4
821,555,C0496,2
822,556,C0434,2
823,556,C0203,4
824,558,C0148,2
825,561,C0422,3
826,566,C0273,3
827,566,C0383,5
828,566,C0486,3
829,566,C0369,4
830,566,C0243,5
831,566,C0185,2
832,567,C0112,5
833,567,C0135,4
834,567,C0351,4
835,567,C0077,2
836,567,C0354,2
837,567,C0102,3
838,567,C0253,5
839,567,C0121,4
840,567,C0013,4
841,570,C0192,3
842,571,C0208,2
843,574,C0041,3
844,574,C0420,1
845,575,C0339,1
846,576,C0207,5
847,577,C0224,3
848,577,C0203,3
849,578,C0186,3
850,578,C0208,4
851,579,C0291,2
852,579,C0221,4
853,579,C0327,3
854,580,C0109,1
855,580,C0452,2
856,582,C0451,2
857,582,C0137,2
858,582,C0410,3
859,582,C0256,2
860,582,C0163,2
861,583,C0260,3
862,583,C0418,3
863,583,C0243,3
864,584,C0476,2
865,585,C0067,4
866,587,C0036,4
867,588,C0412,4
868,588,C0148,2
869,589,C0365,5
870,591,C0242,4
871,592,C0392,4
872,593,C0499,4
873,594,C0274,4
874,594,C0349,3
875,596,C0127,4
876,596,C0124,2
877,599,C0071,4
878,599,C0442,4
879,599,C0110,2
880,599,C0392,4
881,599,C0326,3
882,599,C0243,5
883,602,C0174,3
884,603,C0126,5
885,604,C0078,3
886,605,C0007,3
887,605,C0319,2
888,605,C0316,4
889,605,C0441,4
890,605,C0319,4
891,607,C0231,4
892,607,C0156,2
893,607,C0339,1
894,607,C0016,4
895,607,C0031,4
896,607,C0345,3
897,608,C0061,2
898,608,C0025,4
899,608,C0041,4
900,609,C0192,3
901,610,C0173,2
902,611,C0361,2
903,611,C0489,5
904,611,C0203,3
905,611,C0170,4
906,613,C0448,2
907,614,C0052,2
908,614,C0415,2
909,615,C0092,3
910,616,C0375,2
911,617,C0229,3
912,617,C0318,3
913,618,C0025,4
914,618,C0084,3
915,621,C0236,3
916,621,C0066,3
917,621,C0061,5
918,622,C0319,3
919,623,C0155,2
920,624,C0064,2
921,624,C0148,3
922,624,C0017,4
923,627,C0179,3
924,627,C0146,3
925,627,C0124,4
926,627,C0120,4
927,629,C0219,3
928,629,C0377,1
929,629,C0434,3
930,630,C0403,3
931,630,C0127,3
932,632,C0206,5
933,633,C0368,4
934,633,C0039,4
935,634,C0348,2
936,634,C0155,3
937,634,C0274,3
938,634,C0461,3
939,635,C0230,4
940,636,C0032,3
941,636,C0130,4
942,636,C0247,4
943,642,C0285,3
944,642,C0249,2
945,642,C0441,2
946,643,C0101,3
947,644,C0020,5
948,649,C0467,4
949,649,C0470,3
950,649,C0232,4
951,650,C0258,3
952,650,C0035,3
953,651,C0382,3
954,651,C0341,2
955,651,C0029,4
956,654,C0438,3
957,654,C0009,2
958,656,C0489,4
959,657,C0084,3
960,657,C0109,2
961,658,C0455,3
962,658,C0348,2
963,658,C0168,3
964,658,C0427,4
965,659,C0434,3
966,659,C0043,3
967,659,C0256,2
968,661,C0350,3
969,661,C0472,4
970,661,C0143,3
971,662,C0062,2
972,662,C0065,4
973,662,C0498,4
974,663,C0055,3
975,667,C0018,1
976,667,C0200,2
977,667,C0174,3
978,667,C0033,4
979,668,C0274,4
980,671,C0262,3
981,672,C0135,3
982,674,C0131,2
983,674,C0045,3
984,674,C0168,5
985,675,C0086,4
986,675,C0499,4
987,675,C0258,3
988,676,C0194,2
989,676,C0215,1
990,676,C0119,4
991,676,C0013,4
992,676,C0281,1
993,679,C0433,3
994,681,C0127,4
995,681,C0016,4
996,681,C0185,2
997,681,C0487,3
998,681,C0252,2
999,683,C0189,3
1000,683,C0474,3
1001,684,C0441,4
1002,684,C0079,4
1003,685,C0242,5
1004,687,C0172,3
1005,688,C0355,3
1006,688,C0365,3
1007,688,C0267,2
1008,689,C0226,3
1009,692,C0359,3
1010,693,C0432,2
1011,694,C0405,2
1012,694,C0298,4
1013,694,C0323,4
1014,694,C0454,1
1015,694,C0444,4
1016,694,C0243,5
1017,694,C0016,5
1018,694,C0484,3
1019,697,C0386,2
1020,697,C0419,3
1021,699,C0016,4
1022,699,C0419,3
1023,699,C0079,2
1024,699,C0462,5
1025,700,C0414,5
1026,700,C0444,4
1027,700,C0440,2
1028,700,C0031,2
1029,700,C0334,3
1030,701,C0061,5
1031,701,C0254,4
1032,701,C0212,4
1033,701,C0444,5
1034,702,C0021,3
1035,705,C0409,4
1036,705,C0195,2
1037,705,C0035,2
1038,706,C0395,2
1039,706,C0483,3
1040,708,C0058,2
1041,708,C0320,3
1042,708,C0495,3
1043,709,C0241,3
1044,711,C0472,3
1045,712,C0225,2
1046,712,C0028,4
1047,712,C0458,2
1048,714,C0271,4
1049,714,C0155,5
1050,715,C0159,5
1051,715,C0299,1
1052,715,C0392,2
1053,716,C0225,2
1054,717,C0334,3
1055,717,C0350,3
1056,717,C0154,1
1057,718,C0130,4
1058,718,C0131,3
1059,718,C0036,4
1060,718,C0206,4
1061,719,C0419,1
1062,720,C0333,3
1063,721,C0128,2
1064,721,C0468,2
1065,721,C0079,4
1066,722,C0235,3
1067,723,C0255,3
1068,726,C0257,3
1069,728,C0256,3
1070,729,C0317,3
1071,732,C0105,3
1072,732,C0439,3
1073,733,C0296,5
1074,734,C0331,3
1075,734,C0305,5
1076,735,C0269,4
1077,736,C0441,5
1078,736,C0022,3
1079,736,C0438,3
1080,736,C0011,3
1081,737,C0378,2
1082,737,C0277,3
1083,737,C0080,3
1084,737,C0380,5
1085,739,C0499,4
1086,739,C0056,2
1087,739,C0456,2
1088,740,C0402,3
1089,740,C0484,5
1090,740,C0110,3
1091,740,C0219,2
1092,740,C0309,2
1093,741,C0243,5
1094,741,C0022,2
1095,742,C0411,2
1096,742,C0070,3
1097,743,C0072,4
1098,743,C0207,5
1099,744,C0053,4
1100,746,C0184,4
1101,746,C0099,2
1102,746,C0284,2
1103,747,C0054,2
1104,747,C0259,3
1105,747,C0042,5
1106,747,C0466,3
1107,750,C0332,3
1108,750,C0223,4
1109,750,C0335,2
1110,750,C0227,4
1111,750,C0390,1
1112,750,C0289,3
1113,750,C0193,3
1114,750,C0160,3
1115,751,C0443,3
1116,752,C0496,3
1117,753,C0017,5
1118,753,C0080,3
1119,753,C0388,4
1120,756,C0319,4
1121,756,C0380,3
1122,756,C0133,4
1123,756,C0062,3
1124,756,C0085,4
1125,758,C0073,4
1126,758,C0351,5
1127,759,C0424,4
1128,759,C0449,5
1129,759,C0497,4
1130,759,C0472,4
1131,759,C0140,4
1132,760,C0151,1
1133,760,C0218,4
1134,760,C0332,3
1135,760,C0183,4
1136,761,C0417,4
1137,761,C0205,3
1138,761,C0403,2
1139,761,C0117,3
1140,763,C0474,3
1141,763,C0426,4
1142,765,C0319,3
1143,765,C0368,4
1144,765,C0247,3
1145,765,C0441,3
1146,766,C0001,4
1147,766,C0056,1
1148,766,C0195,4
1149,766,C0169,3
1150,769,C0148,2
1151,769,C0243,4
1152,769,C0195,4
1153,771,C0059,2
1154,772,C0072,3
1155,773,C0429,4
1156,774,C0098,3
1157,774,C0498,3
1158,774,C0050,3
1159,774,C0448,2
1160,779,C0416,3
1161,779,C0456,3
1162,779,C0174,4
1163,781,C0207,5
1164,782,C0346,5
1165,782,C0293,4
1166,783,C0020,3
1167,783,C0153,3
1168,783,C0437,2
1169,785,C0386,2
1170,785,C0257,4
1171,789,C0456,4
1172,796,C0364,4
1173,797,C0384,4
1174,797,C0280,3
1175,800,C0343,2
1176,800,C0137,1
1177,801,C0403,4
1178,806,C0483,3
1179,806,C0251,4
1180,807,C0020,4
1181,809,C0193,2
1182,809,C0163,2
1183,809,C0291,3
1184,809,C0290,3
1185,809,C0031,2
1186,813,C0296,4
1187,813,C0146,4
1188,813,C0249,5
1189,814,C0324,2
1190,814,C0479,3
1191,814,C0304,3
1192,814,C0419,3
1193,815,C0346,3
1194,815,C0493,3
1195,815,C0440,3
1196,817,C0301,3
1197,817,C0494,2
1198,818,C0233,4
1199,818,C0254,5
1200,818,C0108,1
1201,818,C0392,3
1202,820,C0368,3
1203,820,C0289,2
1204,820,C0270,2
1205,820,C0031,3
1206,822,C0039,4
1207,823,C0063,3
1208,823,C0440,2
1209,826,C0153,3
1210,826,C0257,4
1211,826,C0423,4
1212,828,C0036,3
1213,830,C0240,1
1214,830,C0392,4
1215,831,C0416,3
1216,831,C0306,3
1217,831,C0204,4
1218,832,C0215,2
1219,832,C0029,3
1220,834,C0054,3
1221,837,C0290,3
1222,838,C0088,4
1223,841,C0353,4
1224,841,C0497,3
1225,842,C0223,4
1226,843,C0198,2
1227,843,C0199,4
1228,843,C0102,3
1229,845,C0005,5
1230,845,C0040,3
1231,847,C0085,4
1232,848,C0404,2
1233,848,C0348,3
1234,848,C0414,4
1235,849,C0291,2
1236,849,C0491,2
1237,850,C0434,2
1238,850,C0311,2
1239,850,C0336,4
1240,851,C0409,3
1241,852,C0309,4
1242,852,C0428,4
1243,852,C0397,3
1244,860,C0302,4
1245,860,C0243,5
1246,861,C0192,4
1247,861,C0347,4
1248,862,C0147,4
1249,862,C0411,2
1250,863,C0386,2
1251,863,C0390,1
1252,863,C0037,4
1253,864,C0189,2
1254,864,C0495,3
1255,864,C0135,3
1256,865,C0382,5
1257,867,C0389,4
1258,867,C0064,2
1259,867,C0052,4
1260,868,C0148,4
1261,868,C0262,3
1262,868,C0246,3
1263,868,C0342,5
1264,868,C0127,4
1265,869,C0287,2
1266,869,C0231,4
1267,870,C0264,2
1268,872,C0385,3
1269,873,C0181,3
1270,873,C0386,2
1271,873,C0261,2
1272,873,C0382,4
1273,874,C0429,2
1274,875,C0099,3
1275,875,C0468,3
1276,876,C0038,3
1277,876,C0422,4
1278,876,C0428,4
1279,876,C0148,3
1280,876,C0444,3
1281,878,C0050,3
1282,879,C0217,3
1283,879,C0235,4
1284,879,C0148,3
1285,879,C0044,3
1286,879,C0388,4
1287,879,C0347,5
1288,880,C0101,4
1289,881,C0223,4
1290,881,C0409,3
1291,881,C0333,4
1292,881,C0499,4
1293,883,C0394,2
1294,883,C0418,3
1295,884,C0091,3
1296,884,C0261,3
1297,884,C0062,3
1298,884,C0405,3
1299,885,C0281,2
1300,893,C0444,2
1301,894,C0148,3
1302,894,C0100,4
1303,895,C0037,4
1304,895,C0187,2
1305,896,C0465,2
1306,897,C0212,2
1307,897,C0498,4
1308,897,C0061,4
1309,897,C0089,2
1310,899,C0142,3
1311,899,C0209,2
1312,901,C0179,2
1313,901,C0094,2
1314,902,C0106,3
1315,903,C0485,2
1316,903,C0239,3
1317,903,C0396,3
1318,903,C0393,2
1319,903,C0383,5
1320,904,C0051,2
1321,904,C0281,4
1322,906,C0158,4
1323,906,C0127,3
1324,906,C0195,4
1325,906,C0468,4
1326,906,C0408,3
1327,908,C0468,4
1328,908,C0469,3
1329,908,C0194,2
1330,908,C0040,5
1331,909,C0338,2
1332,909,C0135,4
1333,913,C0123,4
1334,913,C0067,4
1335,913,C0316,4
1336,914,C0059,2
1337,919,C0136,4
1338,919,C0042,4
1339,919,C0223,5
1340,921,C0251,4
1341,923,C0213,3
1342,923,C0235,3
1343,925,C0233,4
1344,925,C0323,4
1345,925,C0351,5
1346,929,C0274,4
1347,929,C0020,4
1348,929,C0408,3
1349,931,C0289,2
1350,932,C0077,3
1351,935,C0195,3
1352,936,C0336,5
1353,937,C0409,5
1354,937,C0259,4
1355,937,C0173,4
1356,938,C0052,4
1357,939,C0271,3
1358,939,C0328,2
1359,941,C0396,4
1360,941,C0391,4
